Dimension 1,Dimension 2,Dataset
0.10683076,0.68859637,H9
0.19968481,0.5982627,H9
0.14262389,0.5701073,H9
0.19313698,0.57298386,H9
0.15687117,0.5599643,H9
0.107038915,0.6680858,H9
0.92369956,0.4028199,H9
0.86082536,0.4164111,H9
0.84782135,0.41657597,H9
0.91461855,0.4060739,H9
0.8704724,0.39313298,H9
0.88113725,0.49035546,H9
0.86979103,0.4058137,H9
0.8519104,0.42550415,H9
